dataset,df,effect_cramers_v,effect_js,effect_tv,labels,model,model_root,n_dropped,n_total,n_used,p_value,pair,run,source_file,statistic,test
sst2,2,0.004351836405071063,2.3600591412587554e-06,0.0005999999999999671,positive|negative|neutral,N,qwen-3b_newlayout,0,10000,10000,0.8274680349261799,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,0.3787696019300367,stuart_maxwell
sst2,2,0.03464955578324678,4.6891559984051936e-05,0.005599999999999983,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,6.107963418348283e-06,information,run-001,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,24.011834319526603,stuart_maxwell
sst2,2,0.03464955578324678,4.6891559984051936e-05,0.005599999999999983,positive|negative|neutral,S,qwen-3b_newlayout,0,10000,10000,6.107963418348283e-06,information,run-002,qwen-3b_newlayout/information/summaries/sentiment_significance.csv,24.011834319526603,stuart_maxwell
imdb,2,0.06915005625376035,0.00011941965249643986,0.00960000000000003,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,1.7108394455527868e-21,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,95.63460559796444,stuart_maxwell
imdb,2,0.06915005625376035,0.00011941965249643986,0.00960000000000003,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,1.7108394455527868e-21,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,95.63460559796444,stuart_maxwell
imdb,2,0.08261652904541701,0.00014099069954152433,0.013399999999999995,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,2.276511152387597e-30,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,136.50981743024465,stuart_maxwell
imdb,2,0.08261652904541701,0.00014099069954152433,0.013399999999999995,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,2.276511152387597e-30,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,136.50981743024465,stuart_maxwell
mental,1,0.18891493643375207,0.0009967845608060636,0.0358144076605664,normal|depression,F,qwen-7b_newlayout,0,31747,31747,0.0,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,1141.0,mcnemar_exact
mental,1,0.1884214675834242,0.0009898438298410889,0.03569065994644827,normal|depression,F,qwen-7b_newlayout,2,31747,31745,0.0,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,1139.0,mcnemar_exact
mental,1,0.18486907074195286,0.000880129212326445,0.03423945569660125,normal|depression,T,qwen-7b_newlayout,0,31747,31747,0.0,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,1089.0,mcnemar_exact
mental,1,0.18496589652932025,0.000881946759015555,0.034275273288599056,normal|depression,T,qwen-7b_newlayout,4,31747,31743,0.0,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,1090.0,mcnemar_exact
news,2,0.14670476713224628,0.0019030842002869357,0.04919956416059003,neutral|bearish|bullish,F,qwen-7b_newlayout,0,11931,11931,3.0255834341145405e-112,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,513.5648529433316,stuart_maxwell
news,2,0.14565438168097924,0.0018911733423046875,0.04894811834716284,neutral|bearish|bullish,F,qwen-7b_newlayout,0,11931,11931,1.1803631191384058e-110,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,506.2370762202453,stuart_maxwell
news,2,0.14116232323666253,0.0009121941187832036,0.03285558628782167,neutral|bearish|bullish,T,qwen-7b_newlayout,0,11931,11931,5.596721367097203e-104,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,475.4933374305109,stuart_maxwell
news,2,0.14116232323666253,0.0009121941187832036,0.03285558628782167,neutral|bearish|bullish,T,qwen-7b_newlayout,0,11931,11931,5.596721367097203e-104,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,475.4933374305109,stuart_maxwell
fiqasa,2,0.14314126262146998,0.0017803771656897602,0.042625745950554156,positive|negative|neutral,F,qwen-7b_newlayout,0,1173,1173,3.648605770161875e-11,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,48.06818181818182,stuart_maxwell
fiqasa,2,0.14314126262146998,0.0017803771656897602,0.042625745950554156,positive|negative|neutral,F,qwen-7b_newlayout,0,1173,1173,3.648605770161875e-11,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,48.06818181818182,stuart_maxwell
fiqasa,2,0.16036687123644852,0.0024215929471609783,0.05285592497868713,positive|negative|neutral,T,qwen-7b_newlayout,0,1173,1173,7.921056831539865e-14,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,60.33333333333333,stuart_maxwell
fiqasa,2,0.16036687123644852,0.0024215929471609783,0.05285592497868713,positive|negative|neutral,T,qwen-7b_newlayout,0,1173,1173,7.921056831539865e-14,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,60.33333333333333,stuart_maxwell
imdb_sklearn,2,0.072471230208413,0.0003895449375748354,0.010499999999999987,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,1.550635829899271e-23,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,105.04158415841587,stuart_maxwell
imdb_sklearn,2,0.072471230208413,0.0003895449375748354,0.010499999999999987,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,1.550635829899271e-23,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,105.04158415841587,stuart_maxwell
imdb_sklearn,2,0.08392471750893908,0.00014693569644202338,0.01389999999999999,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,2.5768192596634824e-31,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,140.86716417910452,stuart_maxwell
imdb_sklearn,2,0.08390125752937631,0.0001517309104182441,0.013899999999999996,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,2.6802973308292256e-31,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,140.7884203002145,stuart_maxwell
sst2,2,0.12846039242942467,0.0014338831946242511,0.0325,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,2.1498594423545546e-72,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,330.0414484624357,stuart_maxwell
sst2,2,0.12846039242942467,0.0014338831946242511,0.0325,positive|negative|neutral,F,qwen-7b_newlayout,0,10000,10000,2.1498594423545546e-72,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,330.0414484624357,stuart_maxwell
sst2,2,0.13815074177167444,0.0018432466628276372,0.0383,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,1.294711898068751e-83,decision,run-001,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,381.7125490412775,stuart_maxwell
sst2,2,0.13815074177167444,0.0018432466628276372,0.0383,positive|negative|neutral,T,qwen-7b_newlayout,0,10000,10000,1.294711898068751e-83,decision,run-002,qwen-7b_newlayout/decision/summaries/sentiment_significance.csv,381.7125490412775,stuart_maxwell
imdb,2,0.05298929296130802,3.6640873330186815e-05,0.005599999999999994,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,6.391407585352034e-13,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,56.15730337078656,stuart_maxwell
imdb,2,0.05298929296130802,3.6640873330186815e-05,0.005599999999999994,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,6.391407585352034e-13,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,56.15730337078656,stuart_maxwell
imdb,2,0.05941676057897872,3.750224864617354e-05,0.0067999999999999615,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,4.654558727749397e-16,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,70.60702875399359,stuart_maxwell
imdb,2,0.05941676057897872,3.750224864617354e-05,0.0067999999999999615,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,4.654558727749397e-16,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,70.60702875399359,stuart_maxwell
mental,1,0.17112694380438978,0.0013447733969532728,0.04152336478086646,normal|depression,E,qwen-7b_newlayout,54,31747,31693,8.40304883199637e-225,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,1866.0,mcnemar_exact
mental,1,0.17131369788591325,0.0013472116167376254,0.04156016283252861,normal|depression,E,qwen-7b_newlayout,58,31747,31689,2.4749062870798395e-225,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,1865.0,mcnemar_exact
mental,1,0.2262654566342536,0.002921576048765348,0.06081358285732319,normal|depression,I,qwen-7b_newlayout,60,31747,31687,0.0,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,2289.0,mcnemar_exact
mental,1,0.2262690270387137,0.0029217186465835716,0.060815502114498515,normal|depression,I,qwen-7b_newlayout,61,31747,31686,0.0,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,2289.0,mcnemar_exact
news,2,0.09563508867979802,0.0002766252054467533,0.01936132763389488,neutral|bearish|bullish,E,qwen-7b_newlayout,0,11931,11931,4.064623281749445e-48,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,218.24352679725052,stuart_maxwell
news,2,0.09563508867979802,0.0002766252054467533,0.01936132763389488,neutral|bearish|bullish,E,qwen-7b_newlayout,0,11931,11931,4.064623281749445e-48,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,218.24352679725052,stuart_maxwell
news,2,0.12385206506623196,0.0007699949317662227,0.02916771435755599,neutral|bearish|bullish,I,qwen-7b_newlayout,0,11931,11931,3.2976603525300046e-80,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,366.0271884131622,stuart_maxwell
news,2,0.12385206506623196,0.0007699949317662227,0.02916771435755599,neutral|bearish|bullish,I,qwen-7b_newlayout,0,11931,11931,3.2976603525300046e-80,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,366.0271884131622,stuart_maxwell
fiqasa,2,0.1386851408578519,0.001340517619395071,0.03836317135549874,positive|negative|neutral,E,qwen-7b_newlayout,0,1173,1173,1.591815709225002e-10,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,45.121951219512184,stuart_maxwell
fiqasa,2,0.1386851408578519,0.001340517619395071,0.03836317135549874,positive|negative|neutral,E,qwen-7b_newlayout,0,1173,1173,1.591815709225002e-10,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,45.121951219512184,stuart_maxwell
fiqasa,2,0.13219892525934995,0.0012317544860523683,0.03665814151747654,positive|negative|neutral,I,qwen-7b_newlayout,0,1173,1173,1.2501528663867415e-09,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,41.0,stuart_maxwell
fiqasa,2,0.13219892525934995,0.0012317544860523683,0.03665814151747654,positive|negative|neutral,I,qwen-7b_newlayout,0,1173,1173,1.2501528663867415e-09,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,41.0,stuart_maxwell
imdb_sklearn,2,0.07508100755810061,0.0005813427039944113,0.013,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,3.297123314609538e-25,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,112.74315391879122,stuart_maxwell
imdb_sklearn,2,0.07508100755810061,0.0005813427039944113,0.013,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,3.297123314609538e-25,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,112.74315391879122,stuart_maxwell
imdb_sklearn,2,0.03546874652873714,0.0004442873087498159,0.003800000000000002,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,3.4390344703568714e-06,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,25.16063960639606,stuart_maxwell
imdb_sklearn,2,0.03546874652873714,0.0004442873087498159,0.003800000000000002,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,3.4390344703568714e-06,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,25.16063960639606,stuart_maxwell
sst2,2,0.08798033025085283,0.00015969819043357928,0.014199999999999994,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,2.4169539555852844e-34,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,154.81077022098262,stuart_maxwell
sst2,2,0.08798033025085283,0.00015969819043357928,0.014199999999999994,positive|negative|neutral,E,qwen-7b_newlayout,0,10000,10000,2.4169539555852844e-34,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,154.81077022098262,stuart_maxwell
sst2,2,0.08798033025085283,0.0001590633737207749,0.014199999999999997,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,2.4169539555852844e-34,energy,run-001,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,154.81077022098262,stuart_maxwell
sst2,2,0.08798033025085283,0.0001590633737207749,0.014199999999999997,positive|negative|neutral,I,qwen-7b_newlayout,0,10000,10000,2.4169539555852844e-34,energy,run-002,qwen-7b_newlayout/energy/summaries/sentiment_significance.csv,154.81077022098262,stuart_maxwell
imdb,2,0.02136103242574446,2.432387352904286e-05,0.0014999999999999788,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,0.010431376298345108,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,9.125874125874125,stuart_maxwell
imdb,2,0.02136103242574446,2.432387352904286e-05,0.0014999999999999788,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,0.010431376298345108,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,9.125874125874125,stuart_maxwell
imdb,2,0.023498381072820276,9.811962986528143e-06,0.0014000000000000345,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,0.003998887304499968,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,11.043478260869566,stuart_maxwell
imdb,2,0.023498381072820276,9.811962986528143e-06,0.0014000000000000345,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,0.003998887304499968,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,11.043478260869566,stuart_maxwell
mental,1,0.21790293599155047,0.0026129209438866922,0.057576426791179,normal|depression,J,qwen-7b_newlayout,50,31747,31697,0.0,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,2213.0,mcnemar_exact
mental,1,0.21779423127914108,0.002612328120608201,0.057570977917981075,normal|depression,J,qwen-7b_newlayout,47,31747,31700,0.0,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,2215.0,mcnemar_exact
mental,1,0.1654144064011366,0.0012522978445446645,0.04008338860987401,normal|depression,P,qwen-7b_newlayout,88,31747,31659,2.437218572759079e-208,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,1859.0,mcnemar_exact
mental,1,0.16523439991805608,0.0012501302351412748,0.04004927197498498,normal|depression,P,qwen-7b_newlayout,86,31747,31661,7.6635023927898645e-208,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,1860.0,mcnemar_exact
news,2,0.1131370494455938,0.0004571943024782657,0.02288156902187577,neutral|bearish|bullish,J,qwen-7b_newlayout,0,11931,11931,4.7421811523724566e-67,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,305.4334080840125,stuart_maxwell
news,2,0.1131370494455938,0.0004571943024782657,0.02288156902187577,neutral|bearish|bullish,J,qwen-7b_newlayout,0,11931,11931,4.7421811523724566e-67,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,305.4334080840125,stuart_maxwell
news,2,0.132459638785558,0.0009503100552516342,0.03553767496437854,neutral|bearish|bullish,P,qwen-7b_newlayout,0,11931,11931,1.2204454726931417e-91,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,418.67205505761837,stuart_maxwell
news,2,0.132459638785558,0.0009503100552516342,0.03553767496437854,neutral|bearish|bullish,P,qwen-7b_newlayout,0,11931,11931,1.2204454726931417e-91,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,418.67205505761837,stuart_maxwell
fiqasa,2,0.1186022603649815,0.0006895881894961164,0.02813299232736574,positive|negative|neutral,J,qwen-7b_newlayout,0,1173,1173,6.825603376334866e-08,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,33.0,stuart_maxwell
fiqasa,2,0.1186022603649815,0.0006895881894961164,0.02813299232736574,positive|negative|neutral,J,qwen-7b_newlayout,0,1173,1173,6.825603376334866e-08,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,33.0,stuart_maxwell
fiqasa,2,0.1238760208523001,0.0007873472335357262,0.03069053708439895,positive|negative|neutral,P,qwen-7b_newlayout,0,1173,1173,1.522997974471264e-08,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,36.0,stuart_maxwell
fiqasa,2,0.1238760208523001,0.0007873472335357262,0.03069053708439895,positive|negative|neutral,P,qwen-7b_newlayout,0,1173,1173,1.522997974471264e-08,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,36.0,stuart_maxwell
imdb_sklearn,2,0.04794395189132775,0.0004367827259050802,0.00670000000000001,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,1.0404212719951062e-10,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,45.972450459159006,stuart_maxwell
imdb_sklearn,2,0.04794395189132775,0.0004367827259050802,0.00670000000000001,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,1.0404212719951062e-10,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,45.972450459159006,stuart_maxwell
imdb_sklearn,2,0.06434352951532003,0.0006930159016355145,0.010499999999999975,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,1.0466910100636915e-18,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,82.80179580977719,stuart_maxwell
imdb_sklearn,2,0.06434352951532003,0.0006930159016355145,0.010499999999999975,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,1.0466910100636915e-18,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,82.80179580977719,stuart_maxwell
sst2,2,0.06341874089699512,0.00019609191526583688,0.006900000000000007,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,3.4115430773420722e-18,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,80.43873393920401,stuart_maxwell
sst2,2,0.06341874089699512,0.00019609191526583688,0.006900000000000007,positive|negative|neutral,J,qwen-7b_newlayout,0,10000,10000,3.4115430773420722e-18,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,80.43873393920401,stuart_maxwell
sst2,2,0.04127347520214247,8.198037897360548e-05,0.004699999999999992,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,3.997556067759954e-08,execution,run-001,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,34.069995105237396,stuart_maxwell
sst2,2,0.04054046634863376,7.881816214832084e-05,0.0045999999999999965,positive|negative|neutral,P,qwen-7b_newlayout,0,10000,10000,7.281862200755943e-08,execution,run-002,qwen-7b_newlayout/execution/summaries/sentiment_significance.csv,32.87058823529412,stuart_maxwell
imdb,2,0.0317243878051129,6.323468515633272e-05,0.002600000000000024,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,4.256970039476739e-05,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,20.12873563218392,stuart_maxwell
imdb,2,0.0317243878051129,6.323468515633272e-05,0.002600000000000024,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,4.256970039476739e-05,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,20.12873563218392,stuart_maxwell
imdb,2,0.044314117470556094,8.205317789643945e-05,0.004599999999999993,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,2.9619734877256966e-09,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,39.2748201438849,stuart_maxwell
imdb,2,0.044314117470556094,8.205317789643945e-05,0.004599999999999993,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,2.9619734877256966e-09,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,39.2748201438849,stuart_maxwell
mental,1,0.27824517173786434,0.005454019938335546,0.0824553655920762,normal|depression,N,qwen-7b_newlayout,45,31747,31702,0.0,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,2784.0,mcnemar_exact
mental,1,0.2782495602899207,0.005454524006667908,0.08245796662565849,normal|depression,N,qwen-7b_newlayout,46,31747,31701,0.0,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,2784.0,mcnemar_exact
mental,1,0.09758472251988785,0.0003865740687612595,0.022389945051474763,normal|depression,S,qwen-7b_newlayout,81,31747,31666,1.7603424794678207e-69,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,1667.0,mcnemar_exact
mental,1,0.09740402932394635,0.00038519731454986564,0.02235201262825573,normal|depression,S,qwen-7b_newlayout,72,31747,31675,3.0628868073142767e-69,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,1668.0,mcnemar_exact
news,2,0.01291922188314674,6.314451899920581e-06,0.0026820886765568305,neutral|bearish|bullish,N,qwen-7b_newlayout,0,11931,11931,0.13650978328591554,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,3.982717989002357,stuart_maxwell
news,2,0.01291922188314674,6.314451899920581e-06,0.0026820886765568305,neutral|bearish|bullish,N,qwen-7b_newlayout,0,11931,11931,0.13650978328591554,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,3.982717989002357,stuart_maxwell
news,2,0.07661402264864729,0.00019250053966997274,0.014919118263347617,neutral|bearish|bullish,S,qwen-7b_newlayout,0,11931,11931,3.8522067661650966e-31,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,140.06298342541436,stuart_maxwell
news,2,0.07661402264864729,0.00019250053966997274,0.014919118263347617,neutral|bearish|bullish,S,qwen-7b_newlayout,0,11931,11931,3.8522067661650966e-31,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,140.06298342541436,stuart_maxwell
fiqasa,2,0.11486660978619029,0.0008149132008715473,0.030690537084398978,positive|negative|neutral,N,qwen-7b_newlayout,0,1173,1173,1.898638642878406e-07,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,30.953917050691242,stuart_maxwell
fiqasa,2,0.11486660978619029,0.0008149132008715473,0.030690537084398978,positive|negative|neutral,N,qwen-7b_newlayout,0,1173,1173,1.898638642878406e-07,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,30.953917050691242,stuart_maxwell
fiqasa,2,0.11679143249475675,0.0006178432205260417,0.027280477408354625,positive|negative|neutral,S,qwen-7b_newlayout,0,1173,1173,1.1253517471925916e-07,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,32.0,stuart_maxwell
fiqasa,2,0.11679143249475675,0.0006178432205260417,0.027280477408354625,positive|negative|neutral,S,qwen-7b_newlayout,0,1173,1173,1.1253517471925916e-07,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,32.0,stuart_maxwell
imdb_sklearn,2,0.07716460178355095,0.0013067481642005565,0.013800000000000026,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,1.3818936016491583e-26,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,119.08751536827987,stuart_maxwell
imdb_sklearn,2,0.07716460178355095,0.0013067481642005565,0.013800000000000026,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,1.3818936016491583e-26,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,119.08751536827987,stuart_maxwell
imdb_sklearn,2,0.03387866921297642,0.0002348190349638759,0.004099999999999997,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,1.0359130259707558e-05,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,22.955284552845526,stuart_maxwell
imdb_sklearn,2,0.03387866921297642,0.0002348190349638759,0.004099999999999997,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,1.0359130259707558e-05,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,22.955284552845526,stuart_maxwell
sst2,2,0.07721692265639128,0.00013429075642898219,0.012599999999999986,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,1.2746619071887693e-26,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,119.24906289046227,stuart_maxwell
sst2,2,0.07721692265639128,0.00013429075642898219,0.012599999999999986,positive|negative|neutral,N,qwen-7b_newlayout,0,10000,10000,1.2746619071887693e-26,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,119.24906289046227,stuart_maxwell
sst2,2,0.0863075944071751,0.0003588846248263164,0.014600000000000023,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,4.4606725260976854e-33,information,run-001,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,148.98001704706886,stuart_maxwell
sst2,2,0.0863075944071751,0.0003588846248263164,0.014600000000000023,positive|negative|neutral,S,qwen-7b_newlayout,0,10000,10000,4.4606725260976854e-33,information,run-002,qwen-7b_newlayout/information/summaries/sentiment_significance.csv,148.98001704706886,stuart_maxwell
